clock_period,dsp_coeff,control_steps,min_slack,frequency_mhz,states,modules_instantiated,performance_conflicts,flipflops,area_est,mux_area,total_area,registers,source_lines,num_for_loops,num_while_loops,num_total_loops,max_loop_depth,num_if_statements,num_array_accesses,num_add_ops,num_sub_ops,num_mul_ops,num_div_ops,num_arithmetic_ops,num_assignments,num_function_calls,num_var_decls,yosys_selected_module,yosys_num_wires,yosys_num_wire_bits,yosys_num_pub_wires,yosys_num_pub_wire_bits,yosys_num_memories,yosys_num_memory_bits,yosys_num_processes,yosys_num_cells,yosys_total_modules,yosys_total_wires,yosys_total_wire_bits,yosys_total_pub_wires,yosys_total_pub_wire_bits,yosys_total_memories,yosys_total_memory_bits,yosys_total_processes,yosys_total_cells,openroad_clock_constraint,config_parse_status,openroad_run_status,openroad_parse_status,openroad_tns,openroad_wns,openroad_worst_slack,openroad_clock_period_min,openroad_fmax,openroad_critical_path_delay,openroad_critical_path_slack,openroad_setup_violation_count,openroad_hold_violation_count,openroad_max_slew_violation_count,openroad_max_cap_violation_count,openroad_total_power,openroad_synth_chip_area,benchmark_2mm,benchmark_3mm,benchmark_atax,benchmark_bicg,benchmark_deriche,benchmark_floyd-warshall,benchmark_gemm,benchmark_gemver,benchmark_gesummv,benchmark_jacobi-1d,benchmark_jacobi-2d,benchmark_mvt,benchmark_nussinov,benchmark_seidel-2d,benchmark_symm,benchmark_syr2k,benchmark_syrk,benchmark_trmm,dataset_size_MEDIUM,dataset_size_SMALL,mem_policy_ALL_BRAM,mem_policy_LSS,opt_level_O0,opt_level_O2,opt_level_O3
10,1.0,6,0.4802633153333762,105.04492226247112,4,220,12,557,1943,0,1943,23,125,16,0,16,2,1,44,18,16,36,2,72,67,68,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10,1.0,6,0.4802633153333762,105.04492226247112,4,220,12,557,1943,0,1943,23,125,16,0,16,2,1,44,18,16,36,2,72,67,68,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
10,1.75,6,0.4802633153333762,105.04492226247112,4,220,12,557,1943,0,1943,23,125,16,0,16,2,1,44,18,16,36,2,72,67,68,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
10,1.75,6,0.4802633153333762,105.04492226247112,4,220,12,557,1943,0,1943,23,125,16,0,16,2,1,44,18,16,36,2,72,67,68,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10,1.75,6,0.4802633153333762,105.04492226247112,4,220,12,557,1943,0,1943,23,125,16,0,16,2,1,44,18,16,36,2,72,67,68,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
10,1.0,6,0.4802633153333762,105.04492226247112,4,220,12,557,1943,0,1943,23,125,16,0,16,2,1,44,18,16,36,2,72,67,68,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
10,1.0,6,0.4802633153333762,105.04492226247112,4,220,12,557,1943,0,1943,23,125,16,0,16,2,1,44,18,16,36,2,72,67,68,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
10,1.0,6,0.4802633153333762,105.04492226247112,4,220,12,557,1943,0,1943,23,125,16,0,16,2,1,44,18,16,36,2,72,67,68,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
10,1.75,6,0.4802633153333762,105.04492226247112,4,220,12,557,1943,0,1943,23,125,16,0,16,2,1,44,18,16,36,2,72,67,68,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
10,1.75,6,0.4802633153333762,105.04492226247112,4,220,12,557,1943,0,1943,23,125,16,0,16,2,1,44,18,16,36,2,72,67,68,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
10,1.75,6,0.4802633153333762,105.04492226247112,4,220,12,557,1943,0,1943,23,125,16,0,16,2,1,44,18,16,36,2,72,67,68,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
15,1.0,5,3.121133314333393,84.1831149773429,3,220,9,521,1943,0,1943,18,125,16,0,16,2,1,44,18,16,36,2,72,67,68,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
15,1.0,5,3.121133314333393,84.1831149773429,3,220,9,521,1943,0,1943,18,125,16,0,16,2,1,44,18,16,36,2,72,67,68,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
15,1.0,5,3.121133314333393,84.1831149773429,3,220,9,521,1943,0,1943,18,125,16,0,16,2,1,44,18,16,36,2,72,67,68,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
15,1.75,5,3.121133314333393,84.1831149773429,3,220,9,521,1943,0,1943,18,125,16,0,16,2,1,44,18,16,36,2,72,67,68,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
15,1.75,5,3.121133314333393,84.1831149773429,3,220,9,521,1943,0,1943,18,125,16,0,16,2,1,44,18,16,36,2,72,67,68,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
15,1.75,5,3.121133314333393,84.1831149773429,3,220,9,521,1943,0,1943,18,125,16,0,16,2,1,44,18,16,36,2,72,67,68,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
15,1.0,5,3.121133314333393,84.1831149773429,3,220,9,521,1943,0,1943,18,125,16,0,16,2,1,44,18,16,36,2,72,67,68,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
15,1.0,5,3.121133314333393,84.1831149773429,3,220,9,521,1943,0,1943,18,125,16,0,16,2,1,44,18,16,36,2,72,67,68,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
15,1.0,5,3.121133314333393,84.1831149773429,3,220,9,521,1943,0,1943,18,125,16,0,16,2,1,44,18,16,36,2,72,67,68,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
15,1.75,5,3.121133314333393,84.1831149773429,3,220,9,521,1943,0,1943,18,125,16,0,16,2,1,44,18,16,36,2,72,67,68,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
15,1.75,5,3.121133314333393,84.1831149773429,3,220,9,521,1943,0,1943,18,125,16,0,16,2,1,44,18,16,36,2,72,67,68,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
15,1.75,5,3.121133314333393,84.1831149773429,3,220,9,521,1943,0,1943,18,125,16,0,16,2,1,44,18,16,36,2,72,67,68,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
10,1.0,13,0.6331999940000177,106.76004605195388,11,95,6,439,1050,68,1118,16,53,7,0,7,1,2,20,7,1,4,0,12,11,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
10,1.0,20,0.6331999940000177,106.76004605195388,18,136,12,759,1393,139,1532,29,53,7,0,7,1,2,20,7,1,4,0,12,11,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
10,1.0,20,0.6331999940000177,106.76004605195388,18,136,12,759,1393,139,1532,29,53,7,0,7,1,2,20,7,1,4,0,12,11,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
10,1.75,13,0.6331999940000177,106.76004605195388,11,95,6,439,1050,68,1118,16,53,7,0,7,1,2,20,7,1,4,0,12,11,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
10,1.75,20,0.6331999940000177,106.76004605195388,18,136,12,759,1393,139,1532,29,53,7,0,7,1,2,20,7,1,4,0,12,11,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
10,1.75,20,0.6331999940000177,106.76004605195388,18,136,12,759,1393,139,1532,29,53,7,0,7,1,2,20,7,1,4,0,12,11,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
10,1.0,13,0.6331999940000177,106.76004605195388,14,95,5,471,1318,103,1421,17,53,7,0,7,1,2,20,7,1,4,0,12,11,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
10,1.0,18,0.6331999940000177,106.76004605195388,24,136,9,823,1661,176,1837,31,53,7,0,7,1,2,20,7,1,4,0,12,11,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
10,1.0,18,0.6331999940000177,106.76004605195388,24,136,9,823,1661,176,1837,31,53,7,0,7,1,2,20,7,1,4,0,12,11,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
10,1.75,13,0.6331999940000177,106.76004605195388,14,95,5,471,1318,103,1421,17,53,7,0,7,1,2,20,7,1,4,0,12,11,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
10,1.75,18,0.6331999940000177,106.76004605195388,24,136,9,823,1661,176,1837,31,53,7,0,7,1,2,20,7,1,4,0,12,11,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
10,1.75,18,0.6331999940000177,106.76004605195388,24,136,9,823,1661,176,1837,31,53,7,0,7,1,2,20,7,1,4,0,12,11,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
15,1.0,13,5.633199994000004,106.76004605195372,11,95,0,439,1050,68,1118,16,53,7,0,7,1,2,20,7,1,4,0,12,11,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
15,1.0,20,5.633199994000004,106.76004605195372,18,136,1,727,1393,138,1531,28,53,7,0,7,1,2,20,7,1,4,0,12,11,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
15,1.0,20,5.633199994000004,106.76004605195372,18,136,1,727,1393,138,1531,28,53,7,0,7,1,2,20,7,1,4,0,12,11,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
15,1.75,13,5.633199994000004,106.76004605195372,11,95,0,439,1050,68,1118,16,53,7,0,7,1,2,20,7,1,4,0,12,11,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
15,1.75,20,5.633199994000004,106.76004605195372,18,136,1,727,1393,138,1531,28,53,7,0,7,1,2,20,7,1,4,0,12,11,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
15,1.75,20,5.633199994000004,106.76004605195372,18,136,1,727,1393,138,1531,28,53,7,0,7,1,2,20,7,1,4,0,12,11,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
15,1.0,13,5.633199994000004,106.76004605195372,14,95,0,503,1318,102,1420,18,53,7,0,7,1,2,20,7,1,4,0,12,11,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
15,1.0,18,5.633199994000004,106.76004605195372,24,136,0,823,1661,209,1870,31,53,7,0,7,1,2,20,7,1,4,0,12,11,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
15,1.0,18,5.633199994000004,106.76004605195372,24,136,0,823,1661,209,1870,31,53,7,0,7,1,2,20,7,1,4,0,12,11,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
15,1.75,13,5.633199994000004,106.76004605195372,14,95,0,503,1318,102,1420,18,53,7,0,7,1,2,20,7,1,4,0,12,11,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
15,1.75,18,5.633199994000004,106.76004605195372,24,136,0,823,1661,209,1870,31,53,7,0,7,1,2,20,7,1,4,0,12,11,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
15,1.75,18,5.633199994000004,106.76004605195372,24,136,0,823,1661,209,1870,31,53,7,0,7,1,2,20,7,1,4,0,12,11,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
10,1.0,13,0.6331999940000177,106.76004605195388,11,95,5,441,1050,68,1118,15,53,7,0,7,1,2,20,7,1,4,0,12,11,21,9,,,,,,,,,,,,,,,,,,,10.0,ok,ok,ok,0.0,0.0,8.29,1.71,584.45,2.0771,8.289,0.0,0.0,0.0,0.0,0.00219,11447.842,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
10,1.0,20,0.6331999940000177,106.76004605195388,18,136,13,761,1393,139,1532,28,53,7,0,7,1,2,20,7,1,4,0,12,11,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10,1.0,20,0.6331999940000177,106.76004605195388,18,136,13,761,1393,139,1532,28,53,7,0,7,1,2,20,7,1,4,0,12,11,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
10,1.75,13,0.6331999940000177,106.76004605195388,11,95,5,441,1050,68,1118,15,53,7,0,7,1,2,20,7,1,4,0,12,11,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
10,1.75,20,0.6331999940000177,106.76004605195388,18,136,13,761,1393,139,1532,28,53,7,0,7,1,2,20,7,1,4,0,12,11,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10,1.75,20,0.6331999940000177,106.76004605195388,18,136,13,761,1393,139,1532,28,53,7,0,7,1,2,20,7,1,4,0,12,11,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
10,1.0,13,0.6331999940000177,106.76004605195388,14,95,4,473,1318,103,1421,16,53,7,0,7,1,2,20,7,1,4,0,12,11,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
10,1.0,18,0.6331999940000177,106.76004605195388,24,136,10,825,1661,176,1837,30,53,7,0,7,1,2,20,7,1,4,0,12,11,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
10,1.0,18,0.6331999940000177,106.76004605195388,24,136,10,825,1661,176,1837,30,53,7,0,7,1,2,20,7,1,4,0,12,11,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
10,1.75,13,0.6331999940000177,106.76004605195388,14,95,4,473,1318,103,1421,16,53,7,0,7,1,2,20,7,1,4,0,12,11,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
10,1.75,18,0.6331999940000177,106.76004605195388,24,136,10,825,1661,176,1837,30,53,7,0,7,1,2,20,7,1,4,0,12,11,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
10,1.75,18,0.6331999940000177,106.76004605195388,24,136,10,825,1661,176,1837,30,53,7,0,7,1,2,20,7,1,4,0,12,11,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
15,1.0,13,5.633199994000032,106.76004605195403,11,95,0,441,1050,68,1118,15,53,7,0,7,1,2,20,7,1,4,0,12,11,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
15,1.0,20,5.633199994000032,106.76004605195403,18,136,1,729,1393,138,1531,27,53,7,0,7,1,2,20,7,1,4,0,12,11,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
15,1.0,20,5.633199994000032,106.76004605195403,18,136,1,729,1393,138,1531,27,53,7,0,7,1,2,20,7,1,4,0,12,11,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
15,1.75,13,5.633199994000032,106.76004605195403,11,95,0,441,1050,68,1118,15,53,7,0,7,1,2,20,7,1,4,0,12,11,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
15,1.75,20,5.633199994000032,106.76004605195403,18,136,1,729,1393,138,1531,27,53,7,0,7,1,2,20,7,1,4,0,12,11,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
15,1.75,20,5.633199994000032,106.76004605195403,18,136,1,729,1393,138,1531,27,53,7,0,7,1,2,20,7,1,4,0,12,11,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
15,1.0,13,5.633199994000032,106.76004605195403,14,95,0,505,1318,102,1420,17,53,7,0,7,1,2,20,7,1,4,0,12,11,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
15,1.0,18,5.633199994000032,106.76004605195403,24,136,0,825,1661,209,1870,30,53,7,0,7,1,2,20,7,1,4,0,12,11,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
15,1.0,18,5.633199994000032,106.76004605195403,24,136,0,825,1661,209,1870,30,53,7,0,7,1,2,20,7,1,4,0,12,11,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
15,1.75,13,5.633199994000032,106.76004605195403,14,95,0,505,1318,102,1420,17,53,7,0,7,1,2,20,7,1,4,0,12,11,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
15,1.75,18,5.633199994000032,106.76004605195403,24,136,0,825,1661,209,1870,30,53,7,0,7,1,2,20,7,1,4,0,12,11,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
15,1.75,18,5.633199994000032,106.76004605195403,24,136,0,825,1661,209,1870,30,53,7,0,7,1,2,20,7,1,4,0,12,11,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
10,1.0,37,0.0363999969999984,100.3653297702541,35,199,5,956,6225,139,6364,29,82,12,0,12,2,1,16,4,0,12,3,19,22,33,16,\_kernel_gemm,86.0,936.0,86.0,936.0,0.0,0.0,0.0,3.0,322.0,30140.0,66549.0,2197.0,37388.0,0.0,0.0,0.0,34248.0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
10,1.0,98,0.0363999969999984,100.3653297702541,96,332,47,1588,6862,378,7240,55,82,12,0,12,2,1,16,4,0,12,3,19,22,33,16,\_kernel_gemm,159.0,1011.0,159.0,1011.0,0.0,0.0,0.0,3.0,349.0,31579.0,81357.0,2631.0,43253.0,0.0,0.0,0.0,35941.0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
10,1.0,131,0.0363999969999984,100.3653297702541,129,378,85,1937,7295,477,7772,68,82,12,0,12,2,1,16,4,0,12,3,19,22,33,16,\_kernel_gemm,204.0,1057.0,204.0,1057.0,0.0,0.0,0.0,3.0,348.0,32313.0,91572.0,2832.0,45672.0,0.0,0.0,0.0,36604.0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
10,1.75,43,0.0170666606666802,100.17095837552512,41,199,5,956,6225,139,6364,29,82,12,0,12,2,1,16,4,0,12,3,19,22,33,16,\_kernel_gemm,86.0,936.0,86.0,936.0,0.0,0.0,0.0,3.0,321.0,30214.0,67946.0,2219.0,38261.0,0.0,0.0,0.0,34763.0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
10,1.75,120,0.0170666606666802,100.17095837552512,118,332,47,1588,6862,378,7240,55,82,12,0,12,2,1,16,4,0,12,3,19,22,33,16,\_kernel_gemm,159.0,1011.0,159.0,1011.0,0.0,0.0,0.0,3.0,348.0,31823.0,87176.0,2653.0,44142.0,0.0,0.0,0.0,36657.0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
10,1.75,163,0.0170666606666802,100.17095837552512,161,378,85,1937,7295,477,7772,68,82,12,0,12,2,1,16,4,0,12,3,19,22,33,16,\_kernel_gemm,204.0,1057.0,204.0,1057.0,0.0,0.0,0.0,3.0,347.0,32637.0,102011.0,2854.0,46571.0,0.0,0.0,0.0,37422.0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
10,1.0,37,0.0363999969999984,100.3653297702541,40,200,3,988,6527,141,6668,30,82,12,0,12,2,1,16,4,0,12,3,19,22,33,16,\_kernel_gemm,104.0,955.0,104.0,955.0,0.0,0.0,0.0,3.0,323.0,30269.0,67044.0,2278.0,37665.0,0.0,0.0,0.0,34329.0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
10,1.0,101,0.0363999969999984,100.3653297702541,115,333,20,1652,7164,442,7606,57,82,12,0,12,2,1,16,4,0,12,3,19,22,33,16,\_kernel_gemm,223.0,1076.0,223.0,1076.0,0.0,0.0,0.0,3.0,350.0,32057.0,84326.0,2854.0,43810.0,0.0,0.0,0.0,36276.0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
